MedicationID,MedicationName,MedicationNDC,MedicationFormularyCode,Ingredients
a065ac9c-0fc4-5aff-9bb1-d13319a4372a,,,,"Medication/363915cc-a009-5fd2-a3d8-15d3c1cdffce, Medication/3f0ea91b-152c-5457-830e-6a92d3113f26"
a065e0c2-5eda-5849-bc72-4252e1a33a5f,Loestrin Fe 1/10 (28),,,
a0697f3b-8b92-541e-9673-12822487d802,Isosorbide,00781155613,ISOS10,
a06c22d4-eed9-5f64-9839-52e6bba67b81,Carvedilol 80mg  (Coreg Cr),,,
a070fd37-66d0-5ff7-8702-953be0bb9289,,,,"Medication/e1f03f8e-8ea2-525e-98c6-3cf3cde4612f, Medication/2b2d3a39-ca72-5dfc-a66f-e13c931529c8"
a0730c70-030a-5301-a3d9-6ddeeee0d39a,INV-GO-203-2c,,GO-203-2c,
a0768da2-636d-59ef-9010-5dba402e4fff,,,,"Medication/eb8fecb2-95fb-5972-b4a8-33b6a2b6eca1, Medication/2b2d3a39-ca72-5dfc-a66f-e13c931529c8"
a0770ddc-4617-5ce0-9ef3-5e0e9c3197d7,Pepcid,51079096620,PEPC20,
a07885b9-873b-5171-9b05-aec35ff1bac1,Midazolam,10019002804,MIDA2I,
a078cc17-e565-5f22-aa4c-fecd103aad2c,Bisacodyl (Rectal),00574705050,BISA10R,
a079ae05-d415-50d5-a4e8-5bb1906100a9,QuiNIDine Gluconate E.R.,53489014101,QUIG324,
a07ae238-3641-511e-82d5-a7f404b80d3e,,,,"Medication/3d5d3419-d873-5e54-9a1f-e0e9df671c20, Medication/7c46a14c-af29-58d1-9e4d-6a064c39d856"
a07b2248-b96e-5c9b-bacd-26550ddd4fca,,,,"Medication/36c7fe17-fd79-58f7-86f9-0eacf4842ddf, Medication/be0d8acd-e091-5d66-ae68-8a7b998f8e9e"
a07d3288-e6a5-59ef-bc52-7564a351f666,HYDROmorphone,59011044225,H2B1ED,
a07dac1c-63e3-5ebd-a5ca-746cb3edb1c2,Edoxaban,65597020230,EDOX30INV,
a07ff71f-2e99-5f63-b5b3-97e12486f02a,Gamunex-C 10%,13533080024,GAMU20I,
a081e94a-cfa2-553b-bfba-ce1b86de56d0,TEGretol,00904617261,CARB200,
a0827af9-21e6-5407-b6c4-3571d27be581,D5LR,00338012504,D5LR1000,
a084e1c0-b4f2-5491-9872-cf714171f9da,Nitroglycerin Ointment ,54569618900,NITR02O,
a0852717-4aae-5fb3-8509-bf90b59e412b,Zovirax,64455099394,ACY5O,
a08b531b-f061-5c4c-9365-2d71cd430dce,PHENObarbital Alcohol Withdrawal Dose Taper (Days 2-7),00603150858,PB20EL,
a08d972f-4d40-507e-844a-73ea028e208e,DOPamine 400mg BAG,,DOPA400D,
a08ded60-70c0-56b7-910c-8b6b3ecdf3ab,,,,"Medication/f8916be7-1a2f-571e-833f-1d0e7240b554, Medication/3463eaec-35b1-513b-bb59-95203585a8d7"
a0917c93-416b-5426-adc0-2ca1d2843b96,Celecoxib,59762151701,CELE200,
a093e5f6-5368-5627-bc1b-8b7573dea3ef,Influenza Virus Vaccine *Latex Free*,49281001350,INFL0.5LF,
a094345b-81ff-5949-a59a-19e3e20b214e,norgestrel-ethinyl estradiol,52959046004,OVRALT,
a0974999-31fd-5382-a20d-18849689a4a9,maal,,MABELI120,
a09827c5-fbc4-541c-b519-988a0277665f,palonosetron,00703409401,PALO0.25I,
a09baec8-a8b7-5815-b11a-7439e84e6ca6,rotigotine,50474080203,ROTI2T,
a0a56f6b-8316-55b9-ac4e-fd65f4811290,Meclizine,,,
a0a69521-d003-5eba-9913-756aa70a38c4,Lactobacillus Acidophilus-Pectin,,,
a0a6cf90-c9c9-5634-b985-477c4540dd29,Shark Liver Oil,,,
a0a7632a-c5a4-5a21-bae6-3918215132e3,D5W,,DOPABASE,
a0a8fdfb-a674-59e7-9b1d-8178756fc469,Influenza Virus Vaccine,19515090941,INFL0.5LF,
a0ad5f6c-a610-585b-b0d9-c16333db82ea,Xanax,51079079001,ALPR1,
a0adb83e-caa5-5752-ba1f-96ef2076965b,Nitromist,,,
a0ae618d-0d91-54e0-9af9-ef6ad356322c,INV-Enalapril,00093002610,ENAL/P2.5,
a0aff419-49b1-5664-9d46-e8789f95d9a4,SulfaSALAz,59762010401,SULF500EC,
a0b099b0-ac10-5914-88b9-0c7c49f6c6b0,Chelated Zinc,,,
a0b2ce96-433e-51f7-8980-5483f279f61c,pramipexole,68462033390,PRAM1,
a0b385c9-87bd-55a1-b57d-13e93cf7c44b,,,,"Medication/f66170f4-0cf9-568b-8603-279f2d3e6fdb, Medication/35f68e83-7887-5d82-85e6-5702ee32499b"
a0b3ef76-0945-516f-abb5-89b985bc7f2b,HYDROmorphone,68084042301,HYDR2,
a0b47e90-d465-58fc-9dc3-92a5e091b7cd,Ibuprofen,00182181089,IBUP600,
a0b64ed2-7413-58b2-83de-6b8e9ff562e2,Humulin R,00002821501,INRHI,
a0b7900e-060a-5b13-8cac-d52ee975ace0,Nystatin Cream,51672126302,NYSTC,
a0bc2b32-000d-512f-a7aa-9f9cbdbb7348,brimonidine tartrate 0.2%,,,
a0be9230-7b14-5111-a629-1a4ad4cf1a74,Nortriptyline,51672400205,NORT25,
a0bfae71-9cc9-54c9-912e-6fe3c62d5342,Niac,00536407701,NIAC500SR,
a0c26780-e6fd-58fd-a38f-7f39a918822b,,,,"Medication/dcd94ca9-4488-5160-b080-fe20cb11c39f, Medication/f706ef95-4ba1-56f3-a2e6-21c082f474fd"
a0c604ed-e45d-5869-87a8-729dd7b40908,BuPROPion ,68180031906,BUPR150XL,
a0c7016d-8703-50a3-b860-27de6709e93e,bupropion HCl,51079094320,,
a0c82891-0fd1-5b36-bcef-5bd08637056f,Docusate Sodium,63739047810,DOCU100,
a0d15187-1693-5700-bd50-178cc5aa4f4d,calcipotriene-betamethasone,,,
a0d2e010-cd5a-557d-a5fb-d8043591922c,,,,"Medication/66729ffa-cce1-57de-be1a-554f169292c4, Medication/ec7ae745-de55-5819-8095-d77528dd8124"
a0daac8b-bb40-5d7c-8888-5bdcd081a7c3,nicotine,00009540001,NICO10INH,
a0dcca52-d5ee-5f44-8f98-e0cc457f5b0e,fentaNYL citrate transmucosal lozenge,63459054128,,
a0dd4cea-7c7c-54a4-846d-b7b7d3a28e42,Gilteritinib *NF*,00469142590,GILT40,
a0e09594-c1fb-546c-baef-bdc2c03bbd05,Teriparatide,,,
a0e47a7e-e9af-5c9b-b0f5-2d96acd8b898,HYDROmorphone PCA,00074241421,HYD50PCA,
a0e8db16-328c-503a-9471-41c9039f8d6b,Aspirin-Caffeine-Butalbital,00591321901,FIOR,
a0ec8ab3-a679-5930-b110-efc98ef91e39,,,,"Medication/634b5963-23e7-52ab-a8b3-150789550778, Medication/b37b0fd4-fabe-5038-9355-ebb319843799"
a0eea1fc-fa41-53db-8d3b-a3ed11b9777e,,,,"Medication/39b100e1-22cf-5077-8953-b732a0e17f23, Medication/654db87c-1d1d-54d2-a61d-12d96a31766a"
a0fb4efb-4253-59de-95ec-7485f0385bae,Chloroprocaine 2% MPF,00186099166,CHLO20I,
a0fbdf2e-10be-5365-99b1-c1313cbc6c3e,Synthroid,00074929613,LEVO112,
a100d2e4-ee90-565d-9fbe-da6772ead996,Buprenorphine-Naloxone ,12496120803,BUPNAL82SL,
a10562b7-a2fd-5745-8a1a-777132a2d3b1,,,,"Medication/07b5ef45-7ab9-58e0-85f5-df322ea0c733, Medication/125f93a3-138f-5d43-b877-a261f5bec939"
a1062a9c-d7d1-5d64-b84d-065e16ac3054,Cetuximab,66733094823,CETU100I,
a10f9dad-b7f1-5d45-9c90-5ea16202baee,,,,"Medication/c2cbd4fd-0e11-5f39-a1a3-807b81f58950, Medication/d32c56e9-1207-51ca-997c-2a0d217ee739"
a1145daa-6be3-5bce-b6cc-c48d868015d4,Xalatan (Latanoprost),,,
a119af56-f4bc-513d-a416-ee042d6dea4c,,,,"Medication/91566361-e4fe-51ca-a867-f11c96611a18, Medication/7fe6bc80-732d-5dd8-a4ee-ac03336d7575"
a11a563b-167b-5e9d-8056-e66b8be813bf,,,,"Medication/9abce735-2a52-51d9-a33b-04fb48d5523f, Medication/aa4a0fd5-c30d-5fff-a422-fedfcf1a8358"
a11ceeec-71a1-56d4-a854-cd2226843fe1,everolimus (antineoplastic),,,
a11d0d6e-d20a-5460-b6fa-6e321ea93799,Zirgan,,,
a1202228-28c2-541d-8aa4-f377a7c93091,,,,"Medication/f016cde1-98a8-5114-b428-35c29d24c45c, Medication/6e301f5c-6488-5003-9b33-0de7a0873fcc"
a123378b-1d4c-5e5c-985c-51e1136ade44,Narcan,76329336901,NALO2I,
a125a796-7f6c-540e-bf52-4fcdc1b0ffd7,Aspirin Desensitization (AERD),66553000201,ASA81,
a1293f73-7932-5cf2-b9d0-48da60e01277,Megace ES,49884090738,MEGE800L,
a129a965-bfa4-5f06-90cd-e7fbe5fcd9d1,Dapsone,49938010101,DAPS100,
a12c2898-59cf-54a7-a266-fc3995dfe201,,,,"Medication/9f4f424f-ba49-5e7f-bb39-a6f13604a3bf, Medication/3f0ea91b-152c-5457-830e-6a92d3113f26"
a12ff801-c465-5209-810e-42b5c3ee30cb,Mycophenolate Mofetil,00004025901,MYCO250,
a13005ee-9a7d-5175-9677-a363472fbd97,Plaquenil (brand name),,,
a1327c11-6d5b-5398-b97e-31383c4e758c,,,,"Medication/89d2a267-c107-54bc-b1d3-a9605cfef948, Medication/cc6853f4-5902-5f99-8b9c-9a0c07296c29, Medication/fd9ee918-d347-5310-97cf-eaec1a26456e"
a1327e46-47d3-5bfe-8f1c-7423ad461eaf,Glucagon,00597026010,GLUC1IV,
a135e9cb-5ace-5804-b6ea-90bed22c0e7e,,,,"Medication/e1db6c91-7986-51e7-95b2-ea415c9db492, Medication/7c46a14c-af29-58d1-9e4d-6a064c39d856"
a14010b5-c02b-5db7-ad18-2f6140bb4968,tramadol,,,
a143553b-37b7-5917-8735-850227cb2b4d,*NF* Halcion,00054485906,TRIA25,
a1444c6b-d083-59d2-9251-c275122e53ba,laMIVudine,68180060207,LAMI150,
a147123c-a7e6-5a94-871b-712016396385,IMatinib Mesylate,00078040134,IMAT100,
a1489367-4606-5617-ac73-7c39561fe6d5,,,,"Medication/ec17fdc7-adcb-5ce9-95bd-2a4610a38196, Medication/128b562e-96ad-5b98-ab66-6b987d47e260"
a148a19e-6464-5821-8933-806f67cad7ed,Fluconazole Suspension,59762503001,FLUC400L,
a14b69be-af54-5a8c-aa7b-72a1ba702463,Morphine Sulfate (Concentrated Oral Soln),00054040444,MORP20/30L,
a14c21ad-4696-526f-9d60-c0387789aa80,,,,"Medication/8f38cec2-b0c6-511c-aafa-47087eeb6190, Medication/4e2c5a3c-e27c-5d1f-801a-768139744ec3"
a15026a9-eee1-5a63-992b-8645ddf444cf,ALPRAZolam,00781106101,ALPR25,
a154a004-4919-51f8-b2bb-dd95515d175d,Amphetamine Salt Combo,00555076202,ADDE5,
a1572d71-3004-5f5c-9dc6-3d3a4bfac22d,levemir,,,
a158bd43-7a02-5539-95f5-d99ed3ee07ba,Janumet (Sitagliptin-Metformin),,,
a15c613f-7da4-58cf-8c5e-4d29d92deee9,gala,00555013809,GALA4,
a15cbf41-63bf-5803-9117-6fc5cab9db06,carbidopa,25010071115,CARB25,
a15cf767-6b8a-58cb-b010-80860e1e6786,Luvox CR,,,
a15fc954-b405-5053-95fe-f8c4a3a923b5,estradiol,00078034445,ESTR0.05T,
a15fdcdc-64bf-53d7-b14f-71c39c4095ca,,,,"Medication/42433dac-c176-5429-a9b0-3e8f129ad421, Medication/2b2d3a39-ca72-5dfc-a66f-e13c931529c8"
a16c5156-04d9-59da-83cd-dbb8f29693fa,OLAN,50268061513,OLAN5DTB,
a1721226-76f3-536f-a85a-7b183e08d99e,Emtricitabine,61958070101,TRUV200/300,
a1778942-8908-5030-85dc-3e56e1db3812,Norvasc,51079045120,,
a17ba6fc-e482-5797-977d-d2b2fab2cdbc,Aldesleukin,65483011607,ALDE22I,
a17e045b-82b2-570d-84f8-418ee5a65cb8,Octreotide Acetate,64679063302,OCTR100I,
a17e569a-38da-5ed6-b760-e2d36cea264a,EPINEPHrine,,EPI1I,
a180360b-e490-56d2-a3de-61ae97509fe1,Docusa,00121054410,DOCU100L,
a182bc7e-12f8-5b71-9456-26845a5dfcfb,Temozolomide Suspension,43975025414,TEMO10L,
a18e891f-2bdc-51e6-85e6-657d0d2e0baf,Mycophenolate Mofetil,00054016325,MYCO250,
a190e0f6-789c-5796-8549-43f3d8da2141,ammonium lactate,00072576008,LACH5LOT,
a1945fb9-346f-52c2-a8bb-11277cc0147f,Valsartan,00078035906,VALS160,
a1a010a9-c6af-5002-b6c4-772e1aa8e9eb,RisperiDONE,65162067384,RISP1L,
a1a3df3f-7941-56bb-9fc0-49b840bf7709,Sulindac,00378042701,SULI150,
a1a600fb-f425-56a0-8620-1be7ced262e3,Piperacillin-Tazobactam,00206240802,ZOSY4.5I,
a1abd232-c32f-57b4-945d-bbba22a6278d,,,,"Medication/56529891-2856-502c-8601-555927c3caef, Medication/dc81bf0e-cd85-5a03-b553-b01fe0462877, Medication/5cc9113a-0c8b-5cb8-a21a-2a24389aaf57, Medication/6d3911fd-b648-5a36-9a40-2a542a810a17"
a1aecb4a-dadb-5d1e-a088-625c73f27bf8,Tobramycin Fortified Ophth. Soln.,00065064305,TOBRFES,
a1af6535-d78a-5fcc-a825-c5b9b795e4c3,Betaxolol,00024230110,BETA10,
a1af9316-17ea-5277-ac38-12d0626436f7,Rolaids Advanced,,,
a1b38b55-b6bc-55b2-a339-069de8747ccc,*NF* Pramipexole,00597018590,PRAM0.5,
a1b3f769-409e-58ae-90a3-ffde4321c2a0,Ampicillin-Sulbactam,55150011620,UNAS1.5I,
a1b99c6e-670b-530a-a0ac-2bd46054c024,,,,"Medication/63da7be4-db05-5ed5-8f35-e6f319bd3e7a, Medication/e94fd4e8-bd79-5f2b-a132-9c5485eb9686"
a1ba3bcc-e2a1-51b2-9073-fec30a23a158,,,,"Medication/99a1ba20-4e19-57fb-9993-631c58c23d25, Medication/65d68458-b7d5-50ce-8b7d-9dc340b9b7fd"
a1bb0e74-fa96-5f80-b316-e21c1eb30cee,PHENObarbital,00641047625,PHEN65I,
a1bb94df-d259-5b63-b087-ca61131ac2c3,atorvastatin 40 mg capsule ,68084058901,ATOR/PLACIND,
a1beb6bf-5b59-521b-a07f-319feb5bcaf7,Lamictal XR,00093046301,,
a1c22176-b8db-5c35-a2f0-d10abc1890a4,ketamine troches,,,
a1c7cf88-870a-559c-91af-78b44885c096,Nitrofurantoin (Macrodantin),00149071001,MACR100,
a1cd3d76-3ca2-5d36-8892-10bbc4a08038,,,,"Medication/4a3f6022-7c57-587a-94a2-2de82f7c63d2, Medication/c1080604-edc1-5c52-88d4-69881e7e93d4"
a1cd6f11-1e55-55e1-a383-36c7ccc4d319,Sitagliptin,00006027731,SITA100,
a1cde65a-07ee-5cb1-b59c-b90dd10efb70,NovoLIN R *Latex Free*,,,
a1cdfe73-be14-5c78-b71b-20e8d909edd8,,,,"Medication/ced5acfd-8328-538a-96cd-c9aab9e4509b, Medication/bc6675a1-c3cb-5b4d-b3cf-6785e82e695e"
a1d399de-f75a-504f-a938-2a3acd61c497,Ibuprofen,68094050361,IBUP200L,
a1d4b73b-e168-5269-bc42-c524754361b8,,,,"Medication/834290ee-f31a-5c53-b3a6-91849bc23354, Medication/125f93a3-138f-5d43-b877-a261f5bec939"
a1d4ec08-ee34-5a29-8e47-1c7ab9d0233b,Tucks,42002030001,ANUS1O,
a1da9257-a93e-5378-976e-f2e2c03956d5,,,,"Medication/cd6b84ae-78c8-5829-9446-9dce5994a802, Medication/05699a47-c32a-5324-bd7a-785a245624e3"
a1db41e3-cfe4-59f0-9c97-62a919b8fa0e,Allopurinol,51079020620,ALLO300,
a1e0f72a-6e45-5f09-be34-0a9ca621f5f9,albuterol,00173068224,ALBU17H,
a1e1f3db-f77d-53c0-80e7-c58f173adf93,Sucralfate,51079075320,CARA1,
a1e5adba-3494-588d-9552-e5a3c29326fe,AloXI,00703409401,PALO0.25I,
a1e64f1c-adc2-5cb8-9877-e0a50b06402f,CeftriaXONE Desensitization,00004196401,CEFTR1000I,
a1ecc1dd-909f-5336-baa7-3fde701b691c,Aveeno Bath,24385013395,AVEENOC,
a1ed5cba-75ab-5240-ae66-3fa4dd87f3c0,Mesalami,00023585318,MESA400,
a1eda0f2-51da-5158-9493-f23dc90efd32,Lactobacillus Rhamnosus (GG),,,
a1f03d67-8985-52ca-b9ea-a6a0c401db05,Descovy,,,
a1f11511-5b5d-56d5-95a3-450a031c4a2f,,,,"Medication/c3cfd4a8-9e3b-5740-8c93-eb8aed388b68, Medication/dfa3e629-cca3-5e3b-849e-81f5c920b991"
a1f174d2-1723-5923-80a8-45980672c378,ropinirole,00093528401,ROPI1,
a1f4295c-41c5-54a1-8b58-2db05a3b34df,Neomycin/Polymyxin/Dexameth Ophth Susp.,00998063006,MAXISES,
a1f7fb11-debe-5563-8172-62edf52a5c09,,,,"Medication/e0e9da07-7cc1-5690-9c48-a3bff4b3e29f, Medication/e5833d39-7caa-5ea3-bb39-155c709aeab0"
a1f855df-b82f-518d-9785-442ec448e6cf,,,,"Medication/21d1503c-d9e4-5030-826f-1ac577e07837, Medication/c1080604-edc1-5c52-88d4-69881e7e93d4"
a1f937b4-9b23-5eb3-a6d3-e5d53c934588,Alecensa,,,
a1f9505b-9eda-5169-b104-92527fc6c9e1,Cosopt,61314003002,COSO10O,
a1faec96-2af1-5e7f-b199-f394c9da4941,Fluconazole,59762501701,FLUC150,
a1fb64b2-3649-58d9-adff-3042d09bc06a,,,,"Medication/82091737-eeda-57d2-9bfc-82776ab83634, Medication/2b2d3a39-ca72-5dfc-a66f-e13c931529c8"
a1fc1422-67fc-50a5-a39b-d37c56142b4d,Ciprofloxacin IV,00409477723,CIPR200PM,
a1ff6f9d-b530-5e2a-b34e-f2df5b771543,Dexamethasone Oral Soln (0.1mg/1mL),00054317763,DEXA60L,
a205073a-11b7-5117-b38b-e599c83e54d9,Econazole,00168031230,ECON1C,
a2052f01-4ddc-5e36-8a7b-c681231304e9,Dornase alfa *NF*,50242010039,DORN2.5PL,
a205ee71-5c0e-518f-a0ca-2fc19181a98d,,,,"Medication/256684c8-092a-5190-994a-6f119531ea9b, Medication/ec7ae745-de55-5819-8095-d77528dd8124, Medication/e45a3928-eff8-5a94-9c16-99991b0fb4b5"
a20b0d22-179d-59b3-b6f1-ad7ff7d180f7,bude0.25,,,
a20eb09d-b3d2-51c7-bb21-f79236dcc615,Morphine Sulfat,68094000162,MOR10L,
a2111fe6-86ee-5a11-a433-5215d36fa72d,atomoxetine,00002323830,ATOM18,
a217d7c0-a054-5eb9-9748-d2c3249ed865,INV-Nimodipine,57664013565,NIMO30/PS,
a219160b-269a-5e74-becb-dda8b571f670,,,,"Medication/8a09704a-a66d-565b-83c0-fddd3fab1d63, Medication/b1c193cd-4e1d-582c-b3d3-608c2a6493af"
a2195d8f-15ba-5cdd-a163-57c74ba2886a,Methado,00904653061,METD10,
a21bf9bf-68f0-537d-b3de-4cb8ec8a145c,albuterol ,00173068224,ALBU17H,
a21d86f6-7029-5227-8dfe-f26843726dd6,Northera,,,
a2232723-4252-54f9-b4be-adffc4aa26e6,PredniSONE,00054472825,PRED5SM,
a22399b5-2aee-583d-bd50-9a3566683fae,,,,"Medication/c9463f99-1973-5937-8742-8191dd8c7b4e, Medication/b4b1f7e1-a240-5f6a-bb1f-aaff407f85d1"
a22540de-d8e0-5fb3-ac98-f9a46bbf43d6,Lenalidomide,59572041521,LENA25INV,
a2266399-f536-542a-904b-57334722a184,,,,"Medication/db9455e2-c0ab-5382-832f-e5bd5aa228a5, Medication/aa4a0fd5-c30d-5fff-a422-fedfcf1a8358"
a22826ad-df7d-533a-a062-a397e99b6340,Furosemide,00517570425,FURO40/20I,
a22a770f-545f-54fa-a802-c4b4d24d2953,Ribavirin,66435010142,RIBA200,
a22a973c-4aee-504f-8ec3-50f14d76ccbe,,,,"Medication/424b938a-90f1-5d83-af3b-befb5ea78038, Medication/3b3a088a-65c9-5599-937d-c6769aec3a08"
a22d4428-a99e-5e60-a254-63cc3df5221b,,,,"Medication/e51e12a0-b7e9-5650-b1a9-9ef80bc5692c, Medication/e0c84750-ce7e-5d5c-88f6-e950bed057b2"
a234d071-c1cc-594a-a32b-774cf4eb40f0,clonazepam,,,
a235c370-b9a9-581f-963f-e871420afd13,Benzoyl Peroxide Gel 5%,68752069260,BENZ5O,
a23c8cf7-82be-5f99-a70f-7d1bff33e7e0,Donepezil 5 mg,,DONEIND,
a23eacd6-0560-5c97-b6de-955963fdf215,Enoxaparin Sodium,63323056888,ENOX60I,
a24083cb-bb00-5bbc-af5d-35c02e4111d7,theophylline ER 100mg,,,
a240de0a-8582-5917-ae9c-cc8a715a738a,Tigecycline,00008499020,TIGE50I,
a2421d4a-7ed8-5abc-a5be-c552fef39493,Methenamine hippurate,,,
a242ae9e-6dac-5ef3-87cf-1b81db308537,,,,"Medication/0d594bee-7f8f-58e9-906f-3877d8024697, Medication/125f93a3-138f-5d43-b877-a261f5bec939"
a244a6d6-8dbe-5654-a197-862d48c628b8,nitazoxanide,67546011132,NITA500,
a244e507-4456-57d7-8785-9b5d5701936d,,,,"Medication/256684c8-092a-5190-994a-6f119531ea9b, Medication/5897719b-eba3-55be-b499-b5710b9ce17d"
a2458029-5ee0-57c6-a5c4-d0c93bbf376b,Zantac,00904526161,RANI150,
a248c7bf-9327-5b39-88a4-4a757a4bd19a,fentaNYL buccal,,,
a24a7687-88b9-5dc5-b7ed-f73f2056f1d7,Ezetimibe,60687028421,EZET10,
a24ba120-e335-5482-ad2c-5539ebf6fa90,phenytoin sodium extended,51079090520,DILA100,
a24c01a8-67cb-5137-a8bf-bde3c9307351,Methylphenidate ER,,,
a2514a2a-134b-5d82-8441-d04a4b95eb8e,Trintellix,,,
a251b01b-58bf-55f3-9762-611e5ff8ba3f,Medium Chain Triglycerides,41679036513,MCT4L,
a253818d-2b0e-57ae-b782-86d94f5b1e7b,guanFACINE (Tenex),,,
a2565425-1907-5767-a0cd-b76182808d30,,,,"Medication/fd0eff64-31b9-54a7-a3c9-96453281bf1a, Medication/3b3a088a-65c9-5599-937d-c6769aec3a08"
a256d5ac-2fe3-5ec4-86f5-19147dade1c0,NEORAL,00078024615,NEOR25,
a256efd7-99d3-58b9-aa45-ef2e42ba8f37,Digoxin,24987024256,DIGO125,
a2572987-e3e6-5f89-8a44-914e40d1fb47,,,,"Medication/ab07be9e-b4c8-5741-b56b-dcea97dc13bf, Medication/c1080604-edc1-5c52-88d4-69881e7e93d4"
a25d20fa-cc1c-5be7-ad74-61873c1de6c5,Ipratropium Bromide Neb,,IPRA2H,
a25fe8d7-91ba-5963-a871-b8578b4a0f00,Fluphenazine HYDROCHLORIDE,63323028110,FLUP2.5ISYR,
a2605384-9b04-5d3c-93e5-05f235c37f74,Fluocinolone Acetonide 0.01% Solution,52565001259,SNLR160T,
a2611cae-8360-5322-be14-c001a0cde83c,HYDROmorphone,,HYDR20/100NS,
a2627759-210e-5f11-a06d-589114f54892,Progesterone,00032170801,PROG100,
a26653a9-90c7-5240-b9f9-8aa094e6feb4,MedroxyPROGESTERone Acetate,00009005002,MEDR10,
a266be69-3e7b-5702-8e5c-c8c44f114d8f,Hydrolatum,,,
a26db0d2-f013-532e-9125-7011e216338b,Hepatitis B Immune Globulin (Nabi-HB),59730420301,HBIG5I,
a270707c-52b8-5751-9a72-f38dc92bc421,LamoTRIgine Rectal Susp,00093046301,LAMO150S,
a270e9a7-67eb-5fe5-a5f4-58df91b662b2,*NF* Cefoxitin Sodium,00006335645,MEFOX1I,
a271840a-f2c2-5fce-883c-f4f06fa1eff1,zz,,CORTIND,
a2787f88-6f5f-5e32-8870-2ea91c708145,,,,"Medication/3c3640af-9b4d-532b-85d9-64862987adbc, Medication/aa4a0fd5-c30d-5fff-a422-fedfcf1a8358"
a27920c3-fbee-5e4b-8d31-7d0e6e55cbeb,Calcium Carbonate Suspension,10939011801,CALC1250L,
a27b9f53-0cc1-54a7-b60c-228d5cc3d114,RISperidone Long Acting Injection,50458030711,RISP37.5,
a27d87b1-6557-565a-8d37-a80a543e56b8,Pyridoxine,63323018001,PYRI100IV,
a282dc4a-e511-51de-a093-4e0f1dd07519,Divalproex (EXTended Release),00904636445,DEPA500ER,
a283778c-de73-5f95-83a5-61add2e35b74,CefTAZidime,00173037934,CEFT2I,
a287bf7e-7347-51b0-ae9e-9de2bdd37f09,Vancomycin,00002735501,VANC250L,
a28bef35-99ee-5bec-ae6d-0d280c48e73e,"Lidocaine 1%/Epinephrine 1:100,000",00409317802,LIDO/EPI30,
a28c4ddf-50ea-5e1b-9416-be820240038d,atorvastatin 40 mg,54868422900,ATOR/PLACIND,
a28c52ee-4802-5d24-870a-9a1b438cf864,,,,"Medication/e87e1d0c-91a1-563d-a5a3-123c95fe6285, Medication/332dcd21-e23a-5838-90d6-ab6bbecb6589"
a28d7cd0-7c95-561f-9168-5fbda25e3a9e,Microgestin FE 1/20 (28),,,
a2921c9e-ff3f-5fbe-b726-444bc6bf060b,codeine,00054024424,CODE30,
a2940a77-335a-568a-9f69-35b8c52dae32,,,,"Medication/47cf2049-8cb8-56e7-ad0c-d542c90cfc6d, Medication/65d68458-b7d5-50ce-8b7d-9dc340b9b7fd"
a29466d1-fadf-594c-95ac-f11603aa3bab,,,,"Medication/96114253-4993-59db-a7d7-da0bc65bbb04, Medication/aa4a0fd5-c30d-5fff-a422-fedfcf1a8358"
a29960b9-882f-5358-8760-ad2fc3e476ed,Heparin,63323054011,HEPA1000IV,
a29a7f68-1d86-5fc6-8898-acbd1bd28f62,GlyBURIDE,00182264789,GLYB5,
a29af432-a6f1-5c3d-b226-00caa40f7528,Repaglinide,00169008181,REPA0.5,
a29b80e6-fef1-54da-8235-1d0b2fcae4ca,Bisacodyl,00182853489,BISA5,
a29c72e7-19f5-5ba8-90a9-6de5c65191ba,,,,"Medication/5f49be79-9836-54db-ac23-30b7ff4b2f31, Medication/a8b49cf4-d348-55da-b844-ff1c2065cb85"
a2a40b00-f0e7-57dd-8e5e-9eba49153842,TRAVATAN Z,00065026625,TRAV004OS,
a2a52d26-60c9-5c3f-a749-93a627a6ba03,Benadryl Itch Stopping,,,
a2a552fe-93f2-5b94-a1a7-481f3db9688b,Vitamin D,11845011831,VITAD3/P,
a2a68b0c-ba59-5828-9872-bc0a2336c9c1,Influenza Virus Vaccine *Latex Free*,33332001001,INFL0.5LF,
a2a85029-f99a-583e-ab7b-a2656be183b0,Insulin Humalog 75/25 Pen,,,
a2ae0fc9-c6fb-5219-a3d9-f217e692a6f9,prasugrel,00002512377,PRAS10,
a2b0c0a5-da0a-520d-a440-242d9c7e4a2c,Hydroxychloroq,68084026901,HYDC200,
a2b779e5-c8dd-52dd-b0f2-73366c3d2348,Lidocaine 1% P.f.,00409427001,LIDOPF130I,
a2b8ade5-d6bc-5185-b6b3-df8051480cae,benz,63739002910,BENZ100,
a2b8dfd6-8cce-532f-8d15-ed53947947c9,Jinteli,,,
a2bd437d-cec1-5d8d-be28-1162ff7a45e3,arginine (L-arginine) (bulk),,,
a2c1b661-25db-5662-9ee6-e2756da927f1,Amoxicillin-Clavulanic Acid,54868627100,AUGM875L,
a2c49825-a265-5d75-ad5f-5b1fa752422e,,,,"Medication/201d290b-81e8-5340-8ab7-867f0a9e4162, Medication/cc6853f4-5902-5f99-8b9c-9a0c07296c29, Medication/276c246c-5026-5221-a5f1-22ba5b1faab0"
a2c7a67b-7617-57f4-be62-426dcbdfb4ab,Multivitamins,50383068304,,
